Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided	Other notes	Status (Only for Mark/Kaumadi)
PMC6459497	552	Kaumadi	Plos One	Genome sequencing	Bos taurus	GO	Yes	Binomial 	Yes	PANTHER	No	NA	Not stated	Background list	Yes		
PMC6459497	552	Kaumadi	Plos One	Genome sequencing	Bos taurus	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	Yes		
PMC6459977	553	Kaumadi	Sci Rep	RNA-seq	Homo sapiens	KEGG, GO, Biocarta, INTERPRO, NCBI	No	EASE	No	DAVID	Yes	Yes	Not stated	Background list, FDR	No		
PMC6460520	554	Kaumadi	BMC Plant Biol	Proteomics	Arabidopsis thaliana	GO	No	Not stated	Yes	AgriGO	No	No	Not stated	Background list	Yes		
PMC6460520	554	Kaumadi	BMC Plant Biol	Proteomics	Arabidopsis thaliana	KEGG	No	Not stated	No	KEGG mapper	Yes	NA	Not stated	Background list, FDR	Yes		
PMC6460585	555	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	ExCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	No enrichment analysis	
PMC6460854	556	Kaumadi	BMC Genomics	RNA-seq	Mizuhopecten yessoensis	GO	No	Not stated	Yes	Blast2GO	No	No	Not stated	Background list	No		
PMC6460854	556	Kaumadi	BMC Genomics	RNA-seq	Mizuhopecten yessoensis	KEGG	No	Not stated	Yes	KAAS	No	No	Not stated	Background list	No		
PMC6461035	557	Kaumadi	Peer J	RNA-seq	Rattus norvegicus	KEGG, GO	No	Not stated	Yes	ClusterProfiler	No	No	Not stated	Background list	Yes		
PMC6461639	558	Kaumadi	Sci Rep	GWAS	Homo sapiens	Not stated	No	Not stated	Yes	MAGENTA	Yes	NA	Not stated	Background list	No		
PMC6461639	558	Kaumadi	Sci Rep	GWAS	Homo sapiens	Not stated	No	Not stated	Yes	MAGMA	Yes	NA	Not stated	Background list	No		
PMC6461639	558	Kaumadi	Sci Rep	GWAS	Homo sapiens	Not stated	No	Not stated	Yes	Pascal	Yes	NA	Not stated	Background list	No		
PMC6461817	559	Kaumadi	Clin Proteomics	Proteomics	Homo sapiens	GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background list	Yes		
PMC6462431	560	Kaumadi	Am J Clin Nutr	RNA-seq	Homo sapiens	MsigDB	Yes	Hypergeometric	Yes	GSEA	Yes	NA	NA	Background list	No		
PMC6462501	561	Kaumadi	J Biol Chem	RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6463024	562	Kaumadi	J Cardiovasc Dev Dis	Gene expression array	Rattus norvegicus	Ingenuity Pathway Analysis	No	Fisher	No	Ingenuity Pathway Analysis	No	No	Not stated	Background list, FDR	Yes		
PMC6463114	563	Kaumadi	J Clin Med	RNA-seq, DNA methylation	Homo sapiens	GO, PANTHER	No	Not stated	No	FunRich	No	No	Not stated	Background list, FDR	No		
PMC6463127	564	Kaumadi	J Clin Med	RNA-seq	Homo sapiens	KEGG, GO	No	Fisher	No	DAVID	No	NA	Not stated	Background list, FDR	Yes		
PMC6463198	565	Kaumadi	J Clin Med	GWAS	Homo sapiens	Ingenuity Pathway Analysis	No	Fisher	No	Ingenuity Pathway Analysis	No	No	Not stated	Background list, FDR	No		
PMC6463297	566	Kaumadi	Nat Genet	GWAS	Homo sapiens	GO, KEGG, Reactome, Biocarta, MGI	No	Not stated	Yes	MAGMA	No	NA	Not stated	Background list	Yes		
PMC6463680	567	Kaumadi	Biomed Res Int	Gene expression array	Mus musculus	KEGG, GO	No	Hypergeometric	No	DAVID	No	NA	Yes	FDR	No		
PMC6463746	568	Kaumadi	Mol Ther Oncolytics	Database	Homo sapiens	KEGG, GO	No	No test	No	Enrichr	No	No	Not stated	Inference without test	No		
PMC6463780	569	Kaumadi	Onco Targets Ther	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	ClusterProfiler	Yes	No	Not stated	Background list, FDR	No		
PMC6464579	570	Kaumadi	Cell Cycle	Database	Homo sapiens	MsigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6465361	571	Kaumadi	Sci Rep	RNA-seq	Zonotrichia albicollis	Ingenuity Pathway Analysis	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background list	Yes		
PMC6465396	572	Kaumadi	Sci Rep	Metabolomics	Acropora cervicornis	Not stated	No	EASE	No	Mummichog	No	NA	Yes	FDR	No		
PMC6466271	573	Kaumadi	Animals (Basel)	Genome sequencing	Canis lupus familiaris	KEGG, GO	No	Not stated	Yes	g:GOSt	No	No	Not stated	Background list	No	minimmum information about the results	
PMC6466436	574	Kaumadi	Viruses	RNA-seq	Sclerotinia sclerotiorum	GO	No	Not stated	No	Blast2GO	No	No	Not stated	Background list, FDR	No		
PMC6466436	574	Kaumadi	Viruses	RNA-seq	Sclerotinia sclerotiorum	KEGG	No	Not stated	No	KOBAS	Yes	No	Not stated	Background list, FDR	No		
PMC6466736	575	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	ExCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	method analysis paper	
PMC6466853	576	Kaumadi	Stem Cells Int	Gene expression array	Mus musculus	GO	No	Fisher	No	GeneSpring	No	No	Not stated	Background list, FDR	No		
PMC6467686	577	Kaumadi	Neurol Neuroimmunol Neuroinflamm	Proteomics	Homo sapiens	GO	No	Not stated	Yes	PIANO	No	No	Not stated	Background list	No		
PMC6467871	578	Kaumadi	Sci Rep	RNA-seq	Dugesia ryukyuensis	KEGG, GO	No	Not stated	Yes	DAVID	Yes	No	Not stated	Background list	No		
PMC6467924	579	Kaumadi	Sci Rep	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6468359	580	Kaumadi	Metabolites	Metabolomics	Homo sapiens	KEGG	No	Fisher/Hypergeometric	No	MSEA	No	NA	NA	FDR	No		
PMC6468404	581	Kaumadi	Exp Ther Med	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6468419	582	Kaumadi	Metabolites	Metabolomics	Homo sapiens	KEGG	No	No test	No	MetaboAnalyst 	Yes	NA	Not stated	Background list, FDR	No		
PMC6468534	583	Kaumadi	Metabolites	Metabolomics	Rattus norvegicus	Not stated	No	Not stated	Yes	MetaboAnalyst 	Yes	NA	Not stated	Background list	No		
PMC6468617	584	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	ExCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	No gene set enrichment analysis performed	
PMC6468656	585	Kaumadi	Cancers (Basel)	RNA-seq	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	No	Not stated	Background list, FDR	No		
PMC6468815	586	Kaumadi	Cells	Proteomics	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR	No		
PMC6469038	587	Kaumadi	Cell Commun Signal	RNA-seq	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No		
PMC6469135	588	Kaumadi	Cancer Cell Int	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6469547	589	Kaumadi	Int J Ophthalmol	Gene expression array	Homo sapiens	KEGG, GO	No	GSEA	No	GSEA	No	NA	NA	FDR	No		
PMC6470426	590	Kaumadi	J Oncol	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No		
PMC6470438	591	Kaumadi	Biomed Res Int	Proteomics	Mus musculus	KEGG, GO, NCBI, Uniprot		Fisher	No	MS Excel	No	No	Yes	FDR	No		
PMC6470625	592	Kaumadi	Genes (Basel)	RNA-seq	Mus musculus	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	No	Not stated	Background list, FDR	No		
PMC6470627	593	Kaumadi	Front Pharmacol	Metabolomics	Rattus norvegicus	Not stated	No	Not stated	No	MetaboAnalyst 	Yes	No	Not stated	Background list, FDR	No		
PMC6470789	594	Kaumadi	Int J Mol Sci	Gene expression array, mRNA-seq	Homo sapiens, mus musculus	Vesiclepedia	yes	GSEA	Yes	GSEA	No	NA	NA	No	No		
PMC6470995	595	Kaumadi	Genes (Basel)	RNA-seq	Oryza sativa L. ssp. Japonica	GO	No	Not stated	Yes	AgriGO	Yes	NA	Yes	No	Yes		
PMC6470995	595	Kaumadi	Genes (Basel)	RNA-seq	Oryza sativa L. ssp. Japonica	KEGG	No	Not stated	Yes	KOBAS	No	NA	Yes	No	Yes		
PMC6471048	596	Kaumadi	Int J Mol Sci	Proteomics	Homo sapiens	GO	No	Not stated	Yes	g:Profiler	No	No	Not stated	Background list	Yes		
PMC6471144	597	Kaumadi	Nutrients	RNA-seq	Homo sapiens	GO	No	No test	No	DAVID	Yes	NA	Not stated	Inference without test	No		
PMC6471254	598	Kaumadi	Mol Med Rep	Gene expression array	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes		
PMC6471261	599	Kaumadi	Int J Mol Sci	miRNA-seq	Euphorbia kansui	KEGG,GO	No	Not stated	Yes	Not stated	No	No	Not stated	Background list	No		
PMC6471447	600	Kaumadi	Mol Med Rep	Proteomics	Homo sapiens	GO, PANTHER	No	Fisher	No	Ingenuity Pathway Analysis	No	No	Not stated	Background list, FDR, no test	No		
PMC6471478	601	Kaushalya	Mar Drugs	RNA-seq	Mus musculus	KEGG	No	Fisher	Yes	Path-Finder	No	NA	Not stated	Background list 	No		
PMC6471635	602	Kaushalya	Molecules	RNA-seq	Camellia sinensis L.	GO	No	Not stated	Yes	GOseq	No	No	Not stated	Background list 	No		
PMC6471635	602	Kaushalya	Molecules	RNA-seq	Camellia sinensis L.	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background list 	No		
PMC6471684	603	Kaushalya	Mol Med Rep	DNA-Seq	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR 	Yes		
PMC6471778	604	Kaushalya	Genet Sel Evol	GWAS	Bos taurus	KEGG, GO	No	EASE	No	DAVID	Yes	NA	Not stated	Background list, FDR 	Yes		
PMC6471881	605	Kaushalya	J Transl Med	Microarray	Homo sapiens	GO	No	Bioconductor	Yes	DAVID	No	NA	Not stated	Background list	Yes		
PMC6471881	605	Kaushalya	J Transl Med	Microarray	Homo sapiens	KEGG	No	Bioconductor	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background list	Yes		
PMC6471922	606	Kaushalya	Mol Med Rep	Microarray	Homo sapiens	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	Not stated	Background list	No		
PMC6471985	607	Kaushalya	Mol Med Rep	RNA-seq, Microarray	Homo sapiens	KEGG	No	Not stated	No	GSEA web app	No	NA	Not stated	Background list, FDR 	No		
PMC6472122	608	Kaushalya	Mol Med Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR 	No		
PMC6472133	609	Kaushalya	Mol Med Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	ClusterProfiler	No	No	Not stated	Background list	No		
PMC6472139	610	Kaushalya	Mol Med Rep	miRNA target genes	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	No		
PMC6472287	611	Kaushalya	Cancer Manag Res	miRNA-seq	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background list	No		
PMC6472728	612	Kaushalya	PLoS One	Metabolomics	Homo sapiens	MetaboAnalyst 	Yes	MSEA	Yes	MetaboAnalyst 	Yes	NA	Not stated	Background list 	No		
PMC6472737	613	Kaushalya	PLoS One	RNA-seq	Homo sapiens	MSigDB	Yes	Fisher	Yes	GSEA	No	NA	Not stated	Background list, FDR 	No		
PMC6472916	614	Kaushalya	Arthritis Rheumatol	RNA-seq	Mus musculus	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR 	No		
PMC6473067	615	Kaushalya	Front Genet	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	We exclude papers that present a new statistical method or software tool	
PMC6473938	616	Kaushalya	Plants (Basel)	RNA-seq	Lycoris longituba	KEGG, GO	No	Not stated	Yes	Blast2GO	No	NA	Not stated	Background list	No		
PMC6475113	617	Kaushalya	Endocrinology	Microarray	Mus musculus	KEGG, IPA	No	Not stated	Yes	Cytoscape	Yes	NA	Not stated	Background list	No		
PMC6475572	618	Kaushalya	Biomed Res Int	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background list	No		
PMC6475810	619	Kaushalya	Data Brief	RNA-seq	Rattus norvegicus	Ingenuity Pathway Analysis	No	Not stated	Yes	Ingenuity Pathway Analysis	No	Yes	Not stated	Background list	Yes		
PMC6476004	620	Kaushalya	Dis Markers	Metabolomics	Homo sapiens	MetaboAnalyst 	Yes	Not stated	No	MetaboAnalyst 	Yes	NA	Not stated	Background list, FDR 	No		
PMC6476475	621	Kaushalya	PLoS One	RNA-seq	Bos taurus	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	Yes		
PMC6476498	622	Kaushalya	PLoS One	RNA-seq	Homo sapiens	Ingenuity Pathway Analysis	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR 	No		
PMC6477234	623	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477235	624	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477246	625	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477272	626	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477282	627	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477309	628	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477310	629	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477324	630	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477333	631	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477357	632	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477360	633	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477412	634	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6477447	635	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a conference abstract	
PMC6478243	636	Kaushalya	Mol Vis	Gene expression array	Mus musculus	GO	No	Not stated	Yes	Webgestalt	No	NA	Not stated	Background list	No		
PMC6478283	637	Kaushalya	PLoS One	Database	Homo sapiens	KEGG, Reactome, Pathway Interaction Database, DisGeNET, GO	No	Not stated	No	ToppGene Suite	No	NA	Not stated	Background list, FDR 	No		
PMC6478396	638	Kaushalya	Metabolomics	Metabolomics	Mus musculus	KEGG	No	Not stated	Yes	MetaboAnalyst	No	NA	Not stated	Background list	No		
PMC6478925	639	Kaushalya	Sci Rep	SNP array	Gallus gallus domesticus	GO	No	Fisher	Yes	AgriGO	No	NA	Yes	No	No		
PMC6479596	640	Kaushalya	Molecules	Gene expression array	Ribes nigrum L	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR 	No		
PMC6480110	641	Kaushalya	Int J Mol Sci	Proteomics	Triticum aestivum	GO	No	Not stated	No	BiNGO	Yes	NA	Not stated	Background list, FDR 	Yes		
PMC6480384	642	Kaushalya	Molecules	Metabolomics	Homo sapiens	KEGG	No	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background list, FDR 	No		
PMC6480502	643	Kaushalya	Int J Mol Sci	RNA-seq	Oryza sativa L.	KEGG, GO	No	Hypergeometric	Yes	Custom script	No	No	Not stated	Background list	No		
PMC6480701	644	Kaushalya	BMC Genomics	RNA-seq	Homo sapiens	KEGG, GO, WikiPathways		Fisher	Yes	Enrichr	Yes	NA	Not stated	Background list	No		
PMC6480888	645	Kaushalya	Cancer Cell Int	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	No		
PMC6480898	646	Kaushalya	BMC Cancer	Protein array	Homo sapiens	Not stated	No	Hypergeometric	Yes	PANTHER	Yes	NA	Not stated	Background list	No	This enrichment analysis is poorly described and confusing	
PMC6480898	646	Kaushalya	BMC Cancer	Protein array	Homo sapiens	KEGG	No	Fisher	Yes	STRING	Yes	NA	Not stated	Background list	No	This enrichment analysis is poorly described and confusing	
PMC6480898	646	Kaushalya	BMC Cancer	Protein array	Homo sapiens	KEGG	No	Fisher	Yes	GSEA web app	Yes	NA	Not stated	Background list	No	This enrichment analysis is poorly described and confusing	
PMC6481100	647	Kaushalya	Dis Markers	Database	Homo sapiens	GO, KEGG, Reactome	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background list	No		
PMC6481126	648	Kaushalya	Biomed Res Int	Microarray	S. aureus, E. coli	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	No		
PMC6481126	648	Kaushalya	Biomed Res Int	Microarray	S. aureus, E. coli	GO	No	Not stated	Yes	STRING	No	NA	Not stated	Background list	No		
PMC6481237	649	Kaushalya	Med Sci Monit	circRNA 	Homo sapiens	GO, KEGG	No	No test	NA	GOAtools	No	NA	Not stated	Inference without test, No data shown	No		
PMC6481237	649	Kaushalya	Med Sci Monit	circRNA 	Homo sapiens	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background list 	No		
PMC6481875	650	Kaushalya	PLoS Biol	RNASeq	Bos taurus	GO, KEGG	No	Not stated	Yes	GOseq	No	Yes	Yes	No	No		
PMC6482152	651	Kaushalya	Sci Rep	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	Motif enrichment analysis	
PMC6482192	652	Kaushalya	Sci Rep	SNP array 	Pagrus major	GO	No	Not stated	No	Panther	No	NA	Not stated	Background list, FDR 	Yes		
PMC6482192	652	Kaushalya	Sci Rep	SNP array 	Pagrus major	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR 	Yes		
PMC6482638	653	Kaushalya	Plant Cell	RNASeq	Chromochloris zofingiensis	BioCyc	No	hypergeometric	Yes	R custom script	No	No	Not stated	Background list 	No		
PMC6482938	654	Kaushalya	PeerJ	miRNA-seq	Mus musculus	GO, KEGG	No	Fisher	No	DIANA-miRPath	Yes	NA	Not stated	Background list, FDR 	No		
PMC6483058	655	Kaushalya	BMC Bioinformatics	Database	Homo sapiens	KEGG	No	GSEA	No	GSEA	No	NA	Not stated	Background list, FDR 	No		
PMC6483088	656	Kaushalya	Differentiation	Gene expression array	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	Not stated	Ingenuity Pathway Analysis		NA	Not stated	Background list, FDR 	No	Low detail	
PMC6483353	657	Kaushalya	PLoS One	SNP array	Equus caballus	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR 	No		
PMC6483862	658	Kaushalya	Nature	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	No enrichment analysis performed. please exclude	
PMC6485081	659	Kaushalya	Genes Nutr	Microarray	Homo sapiens	Metacore	Yes	Fisher	Yes	Metacore	Yes	NA	Not stated	Background list 			
PMC6485100	660	Kaushalya	Genes Nutr	Methylation array	Homo sapiens	KEGG, pathDIP	No	Not stated	Yes	pathDIP	No	NA	Not stated	Background list	No		
PMC6485125	661	Kaushalya	Parasit Vectors	RNASeq	Caenorhabditis elegans	GO, KEGG	No	hypergeometric	Yes	BINGO	No	NA	Not stated	Background list	No		
PMC6485125	661	Kaushalya	Parasit Vectors	RNASeq	Caenorhabditis elegans	GO, KEGG	No	Fisher	Yes	RAVIGO	No	NA	Not stated	Background list	No		
PMC6485192	662	Kaushalya	Theranostics	RNASeq	Rattus	KEGG	No	Fisher	Yes	KAAS	No	NA	Not stated	Background list	No		
PMC6485213	663	Kaushalya	J Cancer	Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	Not stated	Background list	No		
PMC6485218	664	Kaushalya	J Cancer	RNASeq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list	No		
PMC6485218	664	Kaushalya	J Cancer	RNASeq	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	Not stated	Background list	No		
PMC6485223	665	Kaushalya	J Cancer	Microarray	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background list, FDR 	No		
PMC6485223	665	Kaushalya	J Cancer	Microarray	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	Not stated	Background list	No		
PMC6485379	666	Kaushalya	Physiol Genomics	RNASeq	Mus musculus	GO	No	hypergeometric	Yes	BINGO	No	NA	Not stated	Background list	No		
PMC6485807	667	Kaushalya	Medicine (Baltimore)	Microarray datasets	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list, FDR 	No	Network construction using Cytoscape	
PMC6486412	668	Kaushalya	Virology	Microarray	Homo sapiens	Ingenuity Pathway Analysis	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background list, FDR 	Yes		
PMC6486992	669	Kaushalya	BMC Plant Biol	CircRNA-seq	Cucumis sativus	GO, KEGG, Swiss-Prot, NR, KOG, Pfam	No	Not stated	Yes	topGO	No	NA	Not stated	Background list	No		
PMC6487005	670	Kaushalya	BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	This is a comparison of network analysis methods	
PMC6487800	671	Kaushalya	PeerJ	Database	Homo sapiens	Reatome	No	No test	NA	Reactome web app	No	NA	Not stated	Inference without test	Yes	There is no mention of ontology analysis in the methods apart from the reactome URL	
PMC6487800	671	Kaushalya	PeerJ	Database	Homo sapiens	GO	No	No test	NA	PANTHER	No	NA	Not stated	Inference without test	Yes	There is no mention of ontology analysis in the methods apart from the PANTHER URL	
PMC6488172	672	Kaushalya	Int J Mol Med	Microarray	Mus musculus	Gene Set Knowledgebase, GO	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background list	No		
PMC6488172	672	Kaushalya	Int J Mol Med	Microarray	Mus musculus	KEGG	No	Not stated	Yes	ClusterProfiler	Yes	NA	Not stated	Background list	No		
PMC6488180	673	Kaushalya	Int J Mol Med	miRNA expression	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	No		
PMC6488180	673	Kaushalya	Int J Mol Med	miRNA expression	Homo sapiens	GO, KEGG	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background list	No	Haven't mentioned the exact gene set library	
PMC6488857	674	Kaushalya	Biosci Rep	Microarray	Mus musculus	GO, KEGG	No	Fisher	No	Not stated 	No	NA	Not stated	Background list, FDR 	No		
PMC6488870	675	Kaushalya	Exp Biol Med (Maywood)	RNASeq	Homo sapiens	GO	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background list	Yes		
PMC6489005	676	Kaushalya	Exp Ther Med	RNASeq	Homo sapiens	Not stated	No	Not stated	Yes	webMeV	Yes	NA	Not stated	Background list 	No	The paper states about enrich pathways but shows little information about how it was performed	
PMC6489013	677	Kaushalya	Oncol Rep	miRNA expression	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background list	No		
PMC6489015	678	Kaushalya	Oncol Rep	RNASeq	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background list	No		
PMC6489260	679	Kaushalya	BMC Med Genomics	Microarray	Homo sapiens	GO, KEGG	No	Fisher	No	DAVID	No	NA	Not stated	Background list, FDR 	No		
PMC6489292	680	Kaushalya	BMC Genomics	RNASeq	Hordeum vulgare	GO	No	Fisher	Yes	agriGO	Yes	NA	Not stated	Background list	No		
PMC6489292	680	Kaushalya	BMC Genomics 	RNASeq	Hordeum vulgare	GO	No	Fisher	Yes	REVIGO	No	NA	Not stated	Background list	No		
PMC6490943	681	Kaushalya	PLoS Genet	GWAS	Homo sapiens	Not stated	No	Not stated	Yes	DEPICT 	Yes	NA	Not stated	Background list	No		
PMC6491424	682	Kaushalya	Sci Rep	Microarray	Mus musculus	MSigDB, KEGG, Reactome, Hallmark, GOBP	No	GSEA	Yes	GSEA	No	NA	Not stated	Background list	No		
