Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided
Cell Commun Signal	RNA-seq	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
Cancer Cell Int	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	NA	No	No
Int J Ophthalmol	Gene expression array	Homo sapiens	KEGG, GO	No	GSEA	No	GSEA	No	NA	NA	FDR	No
J Oncol	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No
Biomed Res Int	Proteomics	Mus musculus	KEGG, GO, NCBI, UniProt	No	Fisher	No	MS Excel	No	No	Yes	FDR	No
Genes (Basel)	RNA-seq	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	No	Not stated	Background, FDR	No
Front Pharmacol	Metabolomics	Rattus norvegicus	Not stated	No	Not stated	No	MetaboAnalyst	Yes	No	Not stated	Background, FDR	No
Int J Mol Sci	Gene expression array, RNA-seq	Homo sapiens, Mus musculus	Vesiclepedia	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
Genes (Basel)	RNA-seq	Oryza sativa	GO	No	Not stated	Yes	agriGO	Yes	NA	Yes	No	Yes
Genes (Basel)	RNA-seq	Oryza sativa	KEGG	No	Not stated	Yes	KOBAS	No	NA	Yes	No	Yes
Int J Mol Sci	Proteomics	Homo sapiens	GO	No	Not stated	Yes	g:Profiler	No	No	Not stated	Background	Yes
Nutrients	RNA-seq	Homo sapiens	GO	No	No test	No	DAVID	Yes	NA	Not stated	Inference without test	No
Mol Med Rep	Gene expression array	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
Int J Mol Sci	miRNA-seq	Euphorbia kansui	KEGG, GO	No	Not stated	Yes	Not stated	No	No	Not stated	Background	No
Mol Med Rep	Proteomics	Homo sapiens	GO, PANTHER	No	Fisher	No	Ingenuity Pathway Analysis	No	No	Not stated	Background, FDR	No
Mar Drugs	RNA-seq	Mus musculus	KEGG	No	Fisher	Yes	Path-Finder	No	NA	Not stated	Background	No
Molecules	RNA-seq	Camellia sinensis	GO	No	Not stated	Yes	GOseq	No	No	Not stated	Background	No
Molecules	RNA-seq	Camellia sinensis	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
Mol Med Rep	Genome sequencing	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
Genet Sel Evol	Genotyping array	Bos taurus	KEGG, GO	No	EASE	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
J Transl Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background	Yes
J Transl Med	Gene expression array	Homo sapiens	KEGG	No	Not stated	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	Yes
Mol Med Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
Mol Med Rep	RNA-seq, Gene expression array	Homo sapiens	KEGG	No	Not stated	No	GSEA web app	No	NA	Not stated	Background, FDR	No
Mol Med Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Mol Med Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
Mol Med Rep	Database	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Cancer Manag Res	miRNA-seq	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background	No
PLoS One	Metabolomics	Homo sapiens	MetaboAnalyst	Yes	MSEA	Yes	MetaboAnalyst	Yes	NA	Not stated	Background	No
PLoS One	RNA-seq	Homo sapiens	MSigDB	Yes	Fisher	Yes	GSEA	No	NA	Not stated	Background, FDR	No
Arthritis Rheumatol	RNA-seq	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Front Genet	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Plants (Basel)	RNA-seq	Lycoris longituba	KEGG, GO	No	Not stated	Yes	Blast2GO	No	NA	Not stated	Background	No
Endocrinology	Gene expression array	Mus musculus	KEGG	No	Not stated	Yes	Enrichr	Yes	NA	Not stated	Background	No
Endocrinology	Gene expression array	Mus musculus	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background	No
Biomed Res Int	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
Data Brief	RNA-seq	Rattus norvegicus	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	Yes	Not stated	Background	Yes
Dis Markers	Metabolomics	Homo sapiens	MetaboAnalyst	Yes	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
PLoS One	RNA-seq	Bos taurus	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PLoS One	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Mol Vis	Gene expression array	Mus musculus	GO	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background	No
PLoS One	Database	Homo sapiens	KEGG, Reactome, PID, DisGeNET, GO	No	Not stated	No	ToppGene	No	NA	Not stated	Background, FDR	No
Metabolomics	Metabolomics	Mus musculus	KEGG	No	Not stated	Yes	MetaboAnalyst	No	NA	Not stated	Background	No
Sci Rep	Genotyping array	Gallus gallus	GO	No	Fisher	Yes	agriGO	No	NA	Yes	No	No
Molecules	Gene expression array	Ribes nigrum	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Int J Mol Sci	Proteomics	Triticum aestivum	GO	No	Not stated	No	BiNGO/Cytoscape	Yes	NA	Not stated	Background, FDR	Yes
Molecules	Metabolomics	Homo sapiens	KEGG	No	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
Int J Mol Sci	RNA-seq	Oryza sativa	KEGG, GO	No	Hypergeometric	Yes	Custom script	No	No	Not stated	Background	No
BMC Genomics	RNA-seq	Homo sapiens	KEGG, GO, WikiPathways	No	Fisher	Yes	Enrichr	Yes	NA	Not stated	Background	No
Cancer Cell Int	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
BMC Cancer	Protein array	Homo sapiens	Not stated	No	Hypergeometric	Yes	PANTHER	Yes	NA	Not stated	Background	No
BMC Cancer	Protein array	Homo sapiens	KEGG	No	Fisher	Yes	STRING	Yes	NA	Not stated	Background	No
BMC Cancer	Protein array	Homo sapiens	KEGG	No	Fisher	Yes	GSEA web app	Yes	NA	Not stated	Background	No
Dis Markers	Database	Homo sapiens	GO, KEGG, Reactome	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background	No
Biomed Res Int	Gene expression array	Staphylococcus aureus, Escherichia coli	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Biomed Res Int	Gene expression array	Staphylococcus aureus, Escherichia coli	GO	No	Not stated	Yes	STRING	No	NA	Not stated	Background	No
Med Sci Monit	RNA-seq	Homo sapiens	GO, KEGG	No	No test	NA	GOATOOLS	No	NA	Not stated	Inference without test, No data shown	No
Med Sci Monit	RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PLoS Biol	RNA-seq	Bos taurus	GO, KEGG	No	Not stated	Yes	GOseq	No	Yes	Yes	No	No
Sci Rep	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Sci Rep	Genotyping array	Pagrus major	GO	No	Not stated	No	PANTHER	No	NA	Not stated	Background, FDR	Yes
Sci Rep	Genotyping array	Pagrus major	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
Plant Cell	RNA-seq	Chromochloris zofingiensis	BioCyc	No	Hypergeometric	Yes	Custom R script	No	No	Not stated	Background	No
PeerJ	miRNA-seq	Mus musculus	GO, KEGG	No	Fisher	No	DIANA-miRPath	Yes	NA	Not stated	Background, FDR	No
BMC Bioinformatics	Database	Homo sapiens	KEGG	No	GSEA	No	GSEA	No	NA	Not stated	Background, FDR	No
Differentiation	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PLoS One	Genotyping array	Equus caballus	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Nature	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Genes Nutr	Gene expression array	Homo sapiens	MetaCore	Yes	Fisher	Yes	MetaCore	Yes	NA	Not stated	Background	No
Genes Nutr	DNA methylation array	Homo sapiens	KEGG, pathDIP	No	Not stated	Yes	pathDIP	No	NA	Not stated	Background	No
Parasit Vectors	RNA-seq	Caenorhabditis elegans	GO, KEGG	No	Hypergeometric	Yes	BiNGO/Cytoscape	No	NA	Not stated	Background	No
Parasit Vectors	RNA-seq	Caenorhabditis elegans	GO, KEGG	No	Fisher	Yes	REVIGO	No	NA	Not stated	Background	No
Theranostics	RNA-seq	Rattus norvegicus	KEGG	No	Fisher	Yes	KAAS	No	NA	Not stated	Background	No
J Cancer	Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	No
J Cancer	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background	No
J Cancer	RNA-seq	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	No
J Cancer	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
J Cancer	Gene expression array	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	No
Physiol Genomics	RNA-seq	Mus musculus	GO	No	Hypergeometric	Yes	BiNGO/Cytoscape	No	NA	Not stated	Background	No
Medicine (Baltimore)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Virology	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
BMC Plant Biol	RNA-seq	Cucumis sativus	GO, KEGG, Swiss-Prot, KOG, PFAM	No	Not stated	Yes	topGO	No	NA	Not stated	Background	No
BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PeerJ	Database	Homo sapiens	Reactome	No	No test	NA	Reactome web app	No	NA	Not stated	Inference without test	Yes
PeerJ	Database	Homo sapiens	GO	No	No test	NA	PANTHER	No	NA	Not stated	Inference without test	Yes
Int J Mol Med	Gene expression array	Mus musculus	Gene Set Knowledgebase, GO	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background	No
Int J Mol Med	Gene expression array	Mus musculus	KEGG	No	Not stated	Yes	clusterProfiler	Yes	NA	Not stated	Background	No
Int J Mol Med	miRNA expression array	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Int J Mol Med	miRNA expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background	No
Biosci Rep	Gene expression array	Mus musculus	GO, KEGG	No	Fisher	No	Not stated	No	NA	Not stated	Background, FDR	No
Exp Biol Med (Maywood)	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background	Yes
Exp Ther Med	RNA-seq	Homo sapiens	Not stated	No	Not stated	Yes	webMeV	Yes	NA	Not stated	Background	No
Oncol Rep	miRNA expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Oncol Rep	RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background	No
BMC Med Genomics	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	DAVID	No	NA	Not stated	Background, FDR	No
BMC Genomics	RNA-seq	Hordeum vulgare	GO	No	Fisher	Yes	agriGO	Yes	NA	Not stated	Background	No
BMC Genomics 	RNA-seq	Hordeum vulgare	GO	No	Fisher	Yes	REVIGO	No	NA	Not stated	Background	No
PLoS Genet	Genotyping array	Homo sapiens	Not stated	No	Not stated	Yes	DEPICT	Yes	NA	Not stated	Background	No
Sci Rep	Gene expression array	Mus musculus	MSigDB, KEGG, Reactome, Hallmark, GO	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	No
Front Cell Infect Microbiol	Protein array	Granulicatella adiacens	GO	No	Not stated	No	WEGO	No	NA	Not stated	Background, FDR	No
Front Cell Infect Microbiol	Protein array	Granulicatella adiacens	GO, KEGG	No	Not stated	No	Blast2GO	No	NA	Not stated	Background, FDR	No
EBioMedicin 	Database, RNA-seq, Gene expression array	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	Yes	NA	NA	No	Yes
J Transl Med	miRNA expression array	Homo sapiens	MetaCore	No	Not stated	No	MetaCore	Yes	NA	Not stated	Background, FDR	No
BMC Genomics	RNA-seq	Hypophthalmichthys nobilis	GO, KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
BMC Infect Dis	Database	Homo sapiens	GO, KEGG, OMIM	No	Not stated	No	Enrichr	No	NA	Not stated	Background, FDR	No
Front Oncol	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Yes	No	No
Front Oncol	Database	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	Yes	No	No
Med Sci Monit	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Med Sci Monit	Database, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	Yes	No	Not stated	Background	No
PLoS Comput Biol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Hum Mol Genet	RNA-seq	Homo sapiens	GO, KEGG, REACTOME, HPO, CORUM, miRBase, TRANSFAC	No	Not stated	Yes	g:Profiler	No	NA	Not stated	Background	Yes
Mol Ther Nucleic Acids	RNA-seq	Bos taurus	KEGG	No	Not stated	No	OmicsBean	No	NA	Not stated	Background, FDR	No
Mol Cell Proteomics	Proteomics	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	Yes
Mol Cell Proteomics	Proteomics	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	Yes
Mol Cell Proteomics	Proteomics	Homo sapiens	GO, UniProt, PFAM, InterPro, CORUM	No	Fisher	Yes	Not stated	No	No	Yes	No	No
World J Surg Oncol	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
PeerJ	Database	Homo sapiens	GO	No	Fisher	Yes	GOseq	No	No	Not stated	Background	Yes
PeerJ	Database	Homo sapiens	KEGG	No	Fisher	Yes	KOBAS	Yes	NA	Not stated	Background	Yes
Cancer Manag Res	Database, RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background	No
Front Neurosci	RNA-seq	Mesocricetus auratus	GO	No	Permutation	No	Not stated	No	NA	Not stated	Background, FDR	Yes
BMC Genomics	Gene expression array	Mus musculus	GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
BMC Genomics	Gene expression array	Mus musculus	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background	No
Skelet Muscle	Database, Gene expression array	Homo sapiens, Mus musculus	GO	No	Not stated	Yes	Enrichr	No	NA	Not stated	Background	No
BMC Bioinformatics	Database, RNA-seq	Homo sapiens	MSigDB	No	Fisher	Yes	GSEA	No	NA	Not stated	Background	No
Front Genet	Database, Gene expression array	Homo sapiens	GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
Reproduction	Proteomics	Careolus capreolus	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Biomed Res Int	Database, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Thorac Cancer	Gene expression array	Homo sapiens	GO	No	Fisher	Yes	Not stated	No	NA	Not stated	Background	No
Cancer Sci	RNA-seq	Homo sapiens	Not stated	No	Not stated	No	GSVA	No	No	Not stated	Background, FDR	Yes
Thorac Cancer	Proteomics	Homo sapiens	GO	No	Not stated	No	BiNGO/Cytoscape	Yes	No	Not stated	Background, FDR	No
Mediators Inflamm	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
J Transl Med	PCR array	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	Not stated	Background, FDR	No
Front Endocrinol (Lausanne)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	Yes
Front Endocrinol (Lausanne)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
Mol Genet Genomic Med	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
Cancer Manag Res	PCR array	Homo sapiens	MSigDB, KEGG	Yes	GSEA	Yes	GSEA	Yes	NA	Not stated	Background	No
J Biol Res (Thessalon)	RNA-seq	Capra hircus	GO, KEGG	No	Not stated	Yes	Blast2GO, WEGO	No	NA	No	Background	Yes
Front Genet	Database, RNA-seq, Gene expression array	Homo sapiens	MSigDB, GO, DO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	Yes
Front Genet	Database, RNA-seq, Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	No	Not stated	Background	Yes
Aging (Albany NY)	Database, RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	clusterProfiler	No	No	Not stated	Background, FDR	No
Biol Open	RNA-seq	Sus scrofa	GO	No	Not stated	No	GOseq	Yes	NA	Not stated	Background, FDR	Yes
Biol Open	RNA-seq	Sus scrofa	KEGG	No	Not stated	No	KOBAS	Yes	NA	Not stated	Background, FDR	Yes
Biol Open	RNA-seq	Sus scrofa	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PLoS One	miRNA expression array	Homo sapiens	KEGG, BioCarta	No	Not stated	Yes	globaltest	No	No	Not stated	Background	No
Medicine (Baltimore)	Genotyping array, Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	Yes	ClueGO/Cytoscape	Yes	NA	Not stated	Background	Yes
Front Genet	Genotyping array	Homo sapiens	GO, KEGG, BioCarta	No	GSEA	Yes	GenGen	No	NA	NA	No	No
Front Bioeng Biotechnol	Proteomics	Homo sapiens	GO	No	ANOVA	Yes	PANTHER	Yes	NA	Not stated	Background	Yes
Cell Death Discov	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
Sci Rep	Metabolomics	Mus musculus	Not stated	No	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
Sci Rep	Metabolomics	Mus musculus	Not stated	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
World J Gastroenterol	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
Front Immunol	RNA-seq	Homo sapiens	Not stated	No	edgeR R package	Yes	GOseq	No	NA	Not stated	Background	No
J Exp Clin Cancer Res	RNA-seq	Homo sapiens	MSigDB, KEGG, BioCarta, Reactome	No	Not stated	Yes	Pathifier	No	Yes	Not stated	Background	No
J Exp Clin Cancer Res	RNA-seq	Homo sapiens	MSigDB, KEGG, BioCarta, Reactome	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
Biomed Res Int	Proteomics	Homo sapiens	Reactome	No	Not stated	Yes	Not stated	No	No	Not stated	Background	No
Oncol Lett	Database, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	clusterProfiler	Yes	No	Not stated	Background, FDR	No
Oncol Lett 	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	DAVID	No	NA	Not stated	Background, FDR	No
Oncol Lett	Database, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background, FDR	No
Oncol Lett	Database, Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
Oncol Lett	Database, Gene expression array	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Oncol Lett	Database, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	KOBAS	Yes	NA	Not stated	Background, FDR	No
Oncol Lett	Database	Homo sapiens	GO, KEGG	No	Not stated	No	clusterProfiler	No	No	Not stated	Background, FDR	Yes
Oncol Lett	Gene expression array	Homo sapiens	GO	No	Not stated	No	PANTHER	No	NA	Not stated	Background, FDR	No
Oncol Lett	Database, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Oncol Lett	Database, Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Oncol Lett	Database, Gene expression array	Homo sapiens	MSigDB, KEGG	Yes	GSEA	Yes	GSEA	No	NA	Not stated	Background, FDR	No
Exp Ther Med	Database, Gene expression array	Mus musculus	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PeerJ	Database, RNA-seq, Gene expression array	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background	Yes
PeerJ	Database, RNA-seq, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	clusterProfiler	No	No	Not stated	Background	Yes
PLoS One	RNA-seq	Cairina moschata	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	Yes
Front Genet	RNA-seq	Oryctolagus cuniculus	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	Yes
Front Genet	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Front Genet	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	clusterProfiler	No	No	Not stated	Background, FDR	No
Front Genet	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
BMC Genomics	Gene expression array	Rattus norvegicus	GO, KEGG	No	Fisher	Yes	Not stated	No	NA	Not stated	Background	Yes
Front Neurosci	Metabolomics	Rattus norvegicus	Not stated	No	MSEA	Yes	MSEA	No	NA	Not stated	Background	Yes
Med Sci Monit	Database, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	clusterProfiler	No	No	Not stated	Background, FDR	No
Front Genet	RNA-seq	Sus scrofa	GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	Yes
Onco Targets Ther	TCGA database	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Proc Natl Acad Sci U S A	RNAi screen	Saccharomyces cerevisiae	GO	No	No test	NA	SGD Gene Ontology Slim Mapper	No	NA	NA	Inference without test	Yes
Cancer Cell Int	Database	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	Not stated	Background, FDR	No
Onco Targets Ther	Database, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
Onco Targets Ther	Database, Gene expression array	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	Not stated	Background, FDR	Yes
J Can Assoc Gastroenterol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PLoS One	Gene expression array	Mus musculus	GO	No	ANOVA	Yes	DAVID	Yes	NA	Not stated	Background	Yes
