"Pubmed.Central.ID"	"Article.number"	"Allocated"	"Journal"	"Omics.type"	"Organism"	"Gene.set.library"	"GS.version"	"Statistical.test.used"	"FDR.Correction"	"App.used"	"App.Version"	"Code.availability"	"Background.gene.set"	"Assumptions.violated"	"Gene.lists.provided"	"scores"
"484"	"PMC6434600"	431	"Kaumadi"	"DNA Cell Biol"	"Gene expression array"	"Mus musculus"	"KEGG, GO"	"No"	"Not stated"	"Not stated"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-6
"485"	"PMC6434905"	432	"Kaumadi"	"Front Pharmacol"	"Proteomics"	"Phellinus igniarius"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"486"	"PMC6434914"	433	"Kaumadi"	"Cancer Manag Res"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-6
"487"	"PMC6435149"	434	"Kaumadi"	"PLoS One"	"DNA methylation array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-4
"491"	"PMC6436215"	437	"Kaumadi"	"Genome Med"	"Database"	"Homo sapiens"	"Reactome"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"Yes"	-2
"492"	"PMC6436478"	438	"Kaumadi"	"Parasite"	"miRNA-seq"	"Haemaphysalis longicornis"	"GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-6
"493"	"PMC6436648"	439	"Kaumadi"	"FASEB J"	"Proteomics"	"Sus scrofa"	"GO"	"No"	"Not stated"	"No"	"Blast2GO"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"494"	"PMC6436648"	439	"Kaumadi"	"FASEB J"	"Proteomics"	"Sus scrofa"	"KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-6
"495"	"PMC6436759"	440	"Kaumadi"	"PLoS Genet"	"Genotyping array"	"Homo sapiens"	"GO, Reactome, PANTHER"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-3
"496"	"PMC6437077"	441	"Kaumadi"	"Front Genet"	"RNA-seq, DNA methylation sequencing"	"Mus musculus"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"497"	"PMC6437149"	442	"Kaumadi"	"Sci Rep"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"498"	"PMC6437718"	443	"Kaumadi"	"Med Sci Monit"	"Metabolomics"	"Rattus norvegicus"	"KEGG"	"No"	"Not stated"	"No"	"MetaboAnalyst"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"499"	"PMC6438035"	444	"Kaumadi"	"BMC Oral Health"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"500"	"PMC6438040"	445	"Kaumadi"	"Proteome Sci"	"Proteomics"	"Homo sapiens"	"KEGG, Reactome"	"No"	"No test"	"No test"	"FunRich"	"Yes"	NA	"Not stated"	"Background"	"No"	-4
"501"	"PMC6438265"	446	"Kaumadi"	"Cancer Manag Res"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background, FDR"	"Yes"	-4
"502"	"PMC6438423"	447	"Kaumadi"	"Int J Oncol"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"No test"	"No test"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-5
"503"	"PMC6438431"	448	"Kaumadi"	"Int J Oncol"	"Proteomics"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"505"	"PMC6438570"	450	"Kaumadi"	"PLoS One"	"Proteomics"	"Homo sapiens"	"Ingenuity Knowledge Base"	"Yes"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"Yes"	"No"	"Not stated"	"Background, FDR"	"No"	-2
"506"	"PMC6438902"	451	"Kaumadi"	"Front Genet"	"Genome sequencing"	"Catharanthus roseus"	"KEGG, GO, plantCyc"	"No"	"Fisher"	"Yes"	"PlantGSEA"	"No"	NA	"Yes"	"No"	"No"	-2
"507"	"PMC6439315"	452	"Kaumadi"	"Front Genet"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"OmicsBean"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"508"	"PMC6439482"	453	"Kaumadi"	"Front Pharmacol"	"Metabolomics"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"No"	"MetaboAnalyst"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-5
"509"	"PMC6439977"	454	"Kaumadi"	"Int J Oncol"	"Database"	"Homo sapiens"	"KEGG, GO, Reactome, CORUM"	"No"	"Not stated"	"No"	"Metascape"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"510"	"PMC6440132"	455	"Kaumadi"	"Lipids Health Dis"	"RNA-seq"	"Mus musculus"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"512"	"PMC6441238"	457	"Kaumadi"	"BMC Med Genet"	"Database"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"No"	"GenCLiP"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"513"	"PMC6441536"	458	"Kaumadi"	"Prostate Cancer"	"Genotyping array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"Ingenuity Pathway Analysis"	"No"	"No"	"Not stated"	"Background"	"Yes"	-3
"514"	"PMC6441654"	459	"Kaumadi"	"Hortic Res"	"RNA-seq"	"Eriobotrya japonica"	"GO"	"No"	"Not stated"	"Yes"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"515"	"PMC6441712"	460	"Kaumadi"	"Neoplasia"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"No data shown, Background"	"No"	-5
"518"	"PMC6442036"	463	"Kaumadi"	"J Biol Chem"	"RNA-seq"	"Mus musculus"	"GO"	"No"	"EASE"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-3
"519"	"PMC6442054"	464	"Kaumadi"	"J Biol Chem"	"Proteomics"	"Capra aegagrus hircus"	"GO"	"No"	"Not stated"	"Yes"	"PANTHER"	"Yes"	NA	"Yes"	"No"	"No"	-2
"520"	"PMC6442443"	465	"Kaumadi"	"Stem Cells Int"	"RNA-seq"	"Equus caballus"	"GO"	"No"	"Not stated"	"Yes"	"DIANA-miRPath"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-2
"521"	"PMC6442443"	465	"Kaumadi"	"Stem Cells Int"	"RNA-seq"	"Equus caballus"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"STRING"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-2
"523"	"PMC6442670"	467	"Kaumadi"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"524"	"PMC6442994"	468	"Kaumadi"	"Oncotarget"	"Genotyping array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"526"	"PMC6443345"	470	"Kaumadi"	"Int J Mol Med"	"Proteomics"	"Canis lupus familiaris"	"KEGG, GO"	"No"	"Fisher"	"Yes"	"STRING"	"No"	NA	"Not stated"	"Background"	"No"	-3
"527"	"PMC6443651"	471	"Kaumadi"	"Cell Death Dis"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-6
"528"	"PMC6443865"	472	"Kaumadi"	"FEBS Open Bio"	"Gene expression array"	"Homo sapiens"	"CCGA"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"Background"	"No"	-2
"529"	"PMC6443874"	473	"Kaumadi"	"FEBS Open Bio"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"GSEA"	"No"	"GSEA"	"Yes"	NA	NA	"FDR"	"No"	-2
"530"	"PMC6443911"	474	"Kaumadi"	"Front Plant Sci"	"RNA-seq"	"Vitis vinifera"	"GO"	"No"	"Not stated"	"Yes"	"GOstats"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"531"	"PMC6444048"	475	"Kaumadi"	"Ann Surg Treat Res"	"RNA-seq"	"Homo sapiens"	"KEGG, GO, BioCarta"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"532"	"PMC6444048"	475	"Kaumadi"	"Ann Surg Treat Res"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"Yes"	-1
"533"	"PMC6444190"	476	"Kaumadi"	"Front Mol Neurosci"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"Enrichr"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"534"	"PMC6444224"	477	"Kaumadi"	"EBioMedicine"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"535"	"PMC6444224"	477	"Kaumadi"	"EBioMedicine"	"RNA-seq"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-3
"536"	"PMC6444437"	478	"Kaumadi"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"Not stated"	"No"	"Fisher"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"537"	"PMC6444485"	479	"Kaumadi"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Fisher"	"No"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background, FDR"	"Yes"	-3
"538"	"PMC6444485"	479	"Kaumadi"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"No"	"MATHT"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"539"	"PMC6444505"	480	"Kaumadi"	"World J Surg Oncol"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"Metascape"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"540"	"PMC6444683"	481	"Kaumadi"	"BMC Genomics"	"Genome sequencing"	"Glycine max"	"GO"	"No"	"No test"	"No test"	"agriGO"	"Yes"	"No"	"Not stated"	"Background, FDR"	NA	-4
"541"	"PMC6444860"	482	"Kaumadi"	"BMC Med Genomics"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"GOseq"	"Yes"	"No"	"Not stated"	"Background"	"No"	-3
"542"	"PMC6444876"	483	"Kaumadi"	"BMC Genomics"	"Genotyping array"	"Bos taurus"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"543"	"PMC6445055"	484	"Kaumadi"	"Front Genet"	"Gene expression array"	"Mus musculus"	"GO"	"No"	"Not stated"	"No"	"PANTHER"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"544"	"PMC6445055"	484	"Kaumadi"	"Front Genet"	"Gene expression array"	"Mus musculus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"Yes"	"No"	"Not stated"	"Background, FDR"	"Yes"	-3
"545"	"PMC6445072"	485	"Kaumadi"	"Nat Commun"	"Genotyping array"	"Homo sapiens"	"MSigDB, GWAS-catalog"	"No"	"Hypergeometric"	"Yes"	"FUMA"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"549"	"PMC6445606"	488	"Kaumadi"	"Clin Transl Gastroenterol"	"Metabolomics"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"No"	"MetaboAnalyst"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-5
"550"	"PMC6445839"	489	"Kaumadi"	"Front Pharmacol"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"GSEA"	"Yes"	"clusterProfiler"	"Yes"	"No"	"Yes"	"No"	"Yes"	0
"552"	"PMC6446409"	491	"Kaumadi"	"Mol Cancer"	"RNA-seq"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"No"	"GSEA"	"Yes"	NA	NA	"FDR"	"No"	-3
"553"	"PMC6446477"	492	"Kaumadi"	"Curr Genomics"	"Genome sequencing"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"554"	"PMC6446482"	493	"Kaumadi"	"Curr Genomics"	"RNA-seq"	"Mus musculus"	"KEGG, GO"	"No"	"No test"	"No test"	"Not stated"	"No"	"No"	"Not stated"	"Background"	"No"	-6
"556"	"PMC6446796"	495	"Kaumadi"	"Plant Physiol"	"PPI"	"Arabidopsis thaliana"	"GO"	"No"	"Not stated"	"Not stated"	"Not stated"	"No"	"No"	"Not stated"	"No data shown"	"Yes"	-5
"557"	"PMC6446857"	496	"Kaumadi"	"J Cell Biol"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"ClueGO/Cytoscape"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"558"	"PMC6447179"	497	"Kaumadi"	"PLoS One"	"Gene expression array"	"Rattus norvegicus"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-4
"559"	"PMC6447179"	497	"Kaumadi"	"PLoS One"	"Gene expression array"	"Rattus norvegicus"	"GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"560"	"PMC6447764"	498	"Kaumadi"	"Exp Ther Med"	"Database"	"Homo sapiens"	"KEGG"	"No"	"EASE"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"563"	"PMC6447910"	501	"Kaumadi"	"Exp Ther Med"	"Gene expression array"	"Rattus norvegicus"	"KEGG, GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"564"	"PMC6447923"	502	"Kaumadi"	"Oncol Lett"	"Database"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-4
"565"	"PMC6447940"	503	"Kaumadi"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"566"	"PMC6447945"	504	"Kaumadi"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"567"	"PMC6447949"	505	"Kaumadi"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"568"	"PMC6448023"	506	"Kaumadi"	"Front Neurosci"	"Proteomics, Metabolomics"	"Rattus norvegicus"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"569"	"PMC6448089"	507	"Kaumadi"	"Oncol Rep"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"Yes"	-1
"571"	"PMC6448456"	509	"Kaumadi"	"Med Sci Monit"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"572"	"PMC6448481"	510	"Kaumadi"	"Front Genet"	"Database"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"Yes"	-1
"573"	"PMC6448860"	511	"Kaumadi"	"PLoS One"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"574"	"PMC6448917"	512	"Kaumadi"	"PLoS One"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"575"	"PMC6449165"	513	"Kaumadi"	"eNeuro"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"Hypergeometric"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"576"	"PMC6449233"	514	"Kaumadi"	"Thorac Cancer"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"577"	"PMC6449350"	515	"Kaumadi"	"Sci Rep"	"RNA-seq"	"Auricularia cornea"	"GO"	"No"	"Hypergeometric"	"No"	"GOseq"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-4
"578"	"PMC6449350"	515	"Kaumadi"	"Sci Rep"	"RNA-seq"	"Auricularia cornea"	"KEGG"	"No"	"Hypergeometric"	"Yes"	"KOBAS"	"No"	NA	"Not stated"	"Background"	"No"	-3
"579"	"PMC6449464"	516	"Kaumadi"	"Front Microbiol"	"Genome sequencing"	"Bacillus cereus"	"GO"	"No"	"Fisher"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"No data shown"	"No"	-4
"580"	"PMC6449602"	517	"Kaumadi"	"J Korean Med Sci"	"Metabolomics"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"MSEA"	"No"	NA	NA	"FDR"	"No"	-4
"581"	"PMC6449695"	518	"Kaumadi"	"Front Genet"	"RNA-seq"	"Oryza sativa"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"582"	"PMC6449719"	519	"Kaumadi"	"Mol Cells"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Hypergeometric"	"No"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-4
"583"	"PMC6449888"	520	"Kaumadi"	"BMC Syst Biol"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Hypergeometric"	"No"	"topGO"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-4
"584"	"PMC6449998"	521	"Kaumadi"	"J Biol Res (Thessalon)"	"Database"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"585"	"PMC6449998"	521	"Kaumadi"	"J Biol Res (Thessalon)"	"Database"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"FunRich"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"586"	"PMC6449998"	521	"Kaumadi"	"J Biol Res (Thessalon)"	"Database"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"Enrichr"	"No"	NA	"Not stated"	"Background"	"No"	-4
"587"	"PMC6450006"	522	"Kaumadi"	"BMC Genomics"	"RNA-seq"	"Brassica alboglabra"	"GO"	"No"	"Not stated"	"No"	"GOseq"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"588"	"PMC6450006"	522	"Kaumadi"	"BMC Genomics"	"RNA-seq"	"Brassica alboglabra"	"KEGG"	"No"	"Not stated"	"Yes"	"KOBAS"	"No"	NA	"Not stated"	"Background"	"No"	-4
"590"	"PMC6450213"	524	"Kaumadi"	"Front Oncol"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"591"	"PMC6450379"	525	"Kaumadi"	"PeerJ"	"RNA-seq, Gene expression array"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"592"	"PMC6450757"	526	"Kaumadi"	"J Neurooncol"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"Enrichr"	"No"	NA	"Not stated"	"Background"	"No"	-4
"593"	"PMC6450757"	526	"Kaumadi"	"J Neurooncol"	"Database"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	-1
"594"	"PMC6450889"	527	"Kaumadi"	"Sci Rep"	"Database"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"595"	"PMC6451254"	528	"Kaumadi"	"BMC Genomics"	"Gene expression array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"Yes"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"597"	"PMC6453463"	530	"Kaumadi"	"PLoS One"	"RNA-seq"	"Fenneropenaeus chinensis"	"GO"	"No"	"Not stated"	"Yes"	"GOseq"	"No"	NA	"Not stated"	"Background"	"No"	-4
"598"	"PMC6453463"	530	"Kaumadi"	"PLoS One"	"RNA-seq"	"Fenneropenaeus chinensis"	"KEGG"	"No"	"Not stated"	"Yes"	"KOBAS"	"No"	NA	"Not stated"	"Background"	"No"	-4
"599"	"PMC6454075"	531	"Kaumadi"	"Front Genet"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Fisher"	"Yes"	"clusterProfiler"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"601"	"PMC6454736"	533	"Kaumadi"	"BMC Genomics"	"Genotyping array"	"Bos taurus"	"KEGG"	"Yes"	"No test"	"No test"	"DAVID"	"Yes"	NA	"Not stated"	"Inference without test, Background"	"No"	-3
"602"	"PMC6454777"	534	"Kaumadi"	"Cancer Cell Int"	"Database"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-3
"603"	"PMC6454777"	534	"Kaumadi"	"Cancer Cell Int"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"604"	"PMC6455000"	535	"Kaumadi"	"Drug Des Devel Ther"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"WebGestalt"	"No"	NA	"Not stated"	"Background"	"No"	-4
"605"	"PMC6455119"	536	"Kaumadi"	"Emerg Microbes Infect"	"RNA-seq"	"Mycobacterium tuberculosis"	"KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"609"	"PMC6455998"	540	"Kaumadi"	"Medicine (Baltimore)"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"610"	"PMC6456535"	541	"Kaumadi"	"Am J Transl Res"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-3
"611"	"PMC6456573"	542	"Kaumadi"	"Sci Rep"	"Gene expression array"	"Arabidopsis thaliana"	"GO"	"No"	"Not stated"	"Yes"	"agriGO"	"Yes"	NA	"Not stated"	"Background"	"No"	-3
"612"	"PMC6456583"	543	"Kaumadi"	"Sci Rep"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"KEGG mapper"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"613"	"PMC6456668"	544	"Kaumadi"	"Front Genet"	"Database"	"Homo sapiens"	"KEGG, GO, Reactome"	"No"	"Not stated"	"Yes"	"STRING"	"No"	NA	"Not stated"	"Background"	"No"	-4
"614"	"PMC6457290"	545	"Kaumadi"	"Biomed Res Int"	"RNA-seq"	"Mus musculus"	"KEGG, Reactome, PANTHER, BioCyc"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"615"	"PMC6457324"	546	"Kaumadi"	"Med Sci Monit"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"No"	-4
"618"	"PMC6458835"	548	"Kaumadi"	"Arthritis Res Ther"	"RNA-seq"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-3
"619"	"PMC6458921"	549	"Kaumadi"	"Biomed Res Int"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"624"	"PMC6459977"	553	"Kaumadi"	"Sci Rep"	"RNA-seq"	"Homo sapiens"	"KEGG, GO, BioCarta, InterPro"	"No"	"EASE"	"No"	"DAVID"	"Yes"	"Yes"	"Not stated"	"Background, FDR"	"No"	-2
"625"	"PMC6460520"	554	"Kaumadi"	"BMC Plant Biol"	"Proteomics"	"Arabidopsis thaliana"	"GO"	"No"	"Not stated"	"Yes"	"agriGO"	"No"	"No"	"Not stated"	"Background"	"Yes"	-3
"626"	"PMC6460520"	554	"Kaumadi"	"BMC Plant Biol"	"Proteomics"	"Arabidopsis thaliana"	"KEGG"	"No"	"Not stated"	"No"	"KEGG mapper"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"631"	"PMC6461639"	558	"Kaumadi"	"Sci Rep"	"Genotyping array"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"Yes"	"MAGENTA"	"Yes"	NA	"Not stated"	"Background"	"No"	-4
"632"	"PMC6461639"	558	"Kaumadi"	"Sci Rep"	"Genotyping array"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"Yes"	"MAGMA"	"Yes"	NA	"Not stated"	"Background"	"No"	-4
"633"	"PMC6461639"	558	"Kaumadi"	"Sci Rep"	"Genotyping array"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"Yes"	"Pascal"	"Yes"	NA	"Not stated"	"Background"	"No"	-4
"634"	"PMC6461817"	559	"Kaumadi"	"Clin Proteomics"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-2
"635"	"PMC6462431"	560	"Kaumadi"	"Am J Clin Nutr"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"Yes"	"Hypergeometric"	"Yes"	"GSEA"	"Yes"	NA	NA	"Background"	"No"	0
"636"	"PMC6462501"	561	"Kaumadi"	"J Biol Chem"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"638"	"PMC6463114"	563	"Kaumadi"	"J Clin Med"	"RNA-seq, DNA methylation array"	"Homo sapiens"	"GO, PANTHER"	"No"	"Not stated"	"No"	"FunRich"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
