Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided
PMC6448023	506	Kaumadi	Front Neurosci	Proteomics, Metabolomics	Rattus norvegicus	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6448089	507	Kaumadi	Oncol Rep	Database	Homo sapiens	KEGG, GO	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6448189	508	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6448456	509	Kaumadi	Med Sci Monit	Database	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6448481	510	Kaumadi	Front Genet	Database	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6448860	511	Kaumadi	Plos One	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6448917	512	Kaumadi	Plos One	RNA-seq	Homo sapiens	KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6449165	513	Kaumadi	eNeuro	RNA-seq	Homo sapiens	MSigDB	No	Hypergeometric	Yes	GSEA	No	NA	NA	No	No
PMC6449233	514	Kaumadi	Thorac Cancer	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6449350	515	Kaumadi	Sci Rep	RNA-seq	Auricularia cornea	GO	No	Hypergeometric	No	GOseq	No	No	Not stated	Background, FDR	No
PMC6449350	515	Kaumadi	Sci Rep	RNA-seq	Auricularia cornea	KEGG	No	Hypergeometric	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6449464	516	Kaumadi	Front Microbiol	Genome sequencing	Bacillus cereus	GO	No	Fisher	Yes	Not stated	No	NA	Not stated	No data shown	No
PMC6449602	517	Kaumadi	J Korean Med Sci	Metabolomics	Homo sapiens	KEGG	No	Not stated	No	MSEA	No	NA	NA	FDR	No
PMC6449695	518	Kaumadi	Front Genet	RNA-seq	Oryza sativa	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6449719	519	Kaumadi	Mol Cells	Gene expression array	Homo sapiens	KEGG, GO	No	Hypergeometric	No	clusterProfiler	No	No	Not stated	Background, FDR	No
PMC6449888	520	Kaumadi	BMC Syst Biol	Gene expression array	Homo sapiens	GO	No	Hypergeometric	No	topGO	No	No	Not stated	Background, FDR	No
PMC6449998	521	Kaumadi	J Biol Res (Thessalon)	Database	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6449998	521	Kaumadi	J Biol Res (Thessalon)	Database	Homo sapiens	GO	No	Not stated	No	FunRich	No	NA	Not stated	Background, FDR	No
PMC6449998	521	Kaumadi	J Biol Res (Thessalon)	Database	Homo sapiens	GO	No	Not stated	Yes	Enrichr	No	NA	Not stated	Background	No
PMC6450006	522	Kaumadi	BMC Genomics	RNA-seq	Brassica alboglabra	GO	No	Not stated	No	GOseq	No	No	Not stated	Background, FDR	No
PMC6450006	522	Kaumadi	BMC Genomics	RNA-seq	Brassica alboglabra	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6450037	523	Kaumadi	Genome Biol Evol	Genome sequencing	Moschus berezovskii	KEGG, GO	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6450213	524	Kaumadi	Front Oncol	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6450379	525	Kaumadi	PeerJ	RNA-seq, Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6450757	526	Kaumadi	J Neurooncol	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	Enrichr	No	NA	Not stated	Background	No
PMC6450757	526	Kaumadi	J Neurooncol	Database	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6450889	527	Kaumadi	Sci Rep	Database	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6451254	528	Kaumadi	BMC Genomics	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	Yes
PMC6451260	529	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6453463	530	Kaumadi	Plos One	RNA-seq	Fenneropenaeus chinensis	GO	No	Not stated	Yes	GOseq	No	NA	Not stated	Background	No
PMC6453463	530	Kaumadi	Plos One	RNA-seq	Fenneropenaeus chinensis	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6454075	531	Kaumadi	Front Genet	Database	Homo sapiens	KEGG	No	Fisher	Yes	clusterProfiler	No	NA	Not stated	Background	Yes
PMC6454734	532	Kaumadi	Mol Autism	Database	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	Background	Yes
PMC6454736	533	Kaumadi	BMC Genomics	Genotyping array	Bos taurus	KEGG	Yes	No test	No test	DAVID	Yes	NA	Not stated	Inference without test, Background	No
PMC6454777	534	Kaumadi	Cancer Cell Int	Database	Homo sapiens	MSigDB	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6454777	534	Kaumadi	Cancer Cell Int	Database	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6455000	535	Kaumadi	Drug Des Devel Ther	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background	No
PMC6455119	536	Kaumadi	Emerg Microbes Infect	RNA-seq	Mycobacterium tuberculosis	KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6455251	537	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6455524	538	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6455542	539	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6455998	540	Kaumadi	Medicine (Baltimore)	Database	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6456535	541	Kaumadi	Am J Transl Res	Gene expression array	Homo sapiens	KEGG, GO	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6456573	542	Kaumadi	Sci Rep	Gene expression array	Arabidopsis thaliana	GO	No	Not stated	Yes	agriGO	Yes	NA	Not stated	Background	No
PMC6456583	543	Kaumadi	Sci Rep	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KEGG mapper	No	NA	Not stated	Background, FDR	No
PMC6456668	544	Kaumadi	Front Genet	Database	Homo sapiens	KEGG, GO, Reactome	No	Not stated	Yes	STRING	No	NA	Not stated	Background	No
PMC6457290	545	Kaumadi	Biomed Res Int	RNA-seq	Mus musculus	KEGG, Reactome, PANTHER, BioCyc	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6457324	546	Kaumadi	Med Sci Monit	RNA-seq	Homo sapiens	KEGG, GO	No	Fisher	Yes	Not stated	No	NA	Not stated	Background	No
PMC6457337	547	Kaumadi	Front Physiol	RNA-seq	Bemisia tabaci	GO	No	No test	No test	GOseq	No	No	Not stated	Inference without test, Background	No
PMC6457337	547	Kaumadi	Front Physiol	RNA-seq	Bemisia tabaci	KEGG	No	No test	No test	KOBAS	No	NA	Not stated	Inference without test, Background	No
PMC6458835	548	Kaumadi	Arthritis Res Ther	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6458921	549	Kaumadi	Biomed Res Int	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6459169	550	Kaumadi	Genomics Inform	RNA-seq	Pygoscelis antarcticus, Pygoscelis papua	KEGG, GO	No	No test	No test	Blast2GO	Yes	NA	Not stated	Inference without test, Background	No
PMC6459214	551	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6459497	552	Kaumadi	Plos One	Genome sequencing	Bos taurus	GO	Yes	Binomial	Yes	PANTHER	No	NA	Not stated	Background	Yes
PMC6459497	552	Kaumadi	Plos One	Genome sequencing	Bos taurus	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6459977	553	Kaumadi	Sci Rep	RNA-seq	Homo sapiens	KEGG, GO, BioCarta, InterPro	No	EASE	No	DAVID	Yes	Yes	Not stated	Background, FDR	No
PMC6460520	554	Kaumadi	BMC Plant Biol	Proteomics	Arabidopsis thaliana	GO	No	Not stated	Yes	agriGO	No	No	Not stated	Background	Yes
PMC6460520	554	Kaumadi	BMC Plant Biol	Proteomics	Arabidopsis thaliana	KEGG	No	Not stated	No	KEGG mapper	Yes	NA	Not stated	Background, FDR	Yes
PMC6460585	555	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6460854	556	Kaumadi	BMC Genomics	RNA-seq	Mizuhopecten yessoensis	GO	No	Not stated	Yes	Blast2GO	No	No	Not stated	Background	No
PMC6460854	556	Kaumadi	BMC Genomics	RNA-seq	Mizuhopecten yessoensis	KEGG	No	Not stated	Yes	KAAS	No	No	Not stated	Background	No
PMC6461035	557	Kaumadi	Peer J	RNA-seq	Rattus norvegicus	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	Yes
PMC6461639	558	Kaumadi	Sci Rep	Genotyping array	Homo sapiens	Not stated	No	Not stated	Yes	MAGENTA	Yes	NA	Not stated	Background	No
PMC6461639	558	Kaumadi	Sci Rep	Genotyping array	Homo sapiens	Not stated	No	Not stated	Yes	MAGMA	Yes	NA	Not stated	Background	No
PMC6461639	558	Kaumadi	Sci Rep	Genotyping array	Homo sapiens	Not stated	No	Not stated	Yes	Pascal	Yes	NA	Not stated	Background	No
PMC6461817	559	Kaumadi	Clin Proteomics	Proteomics	Homo sapiens	GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	Yes
PMC6462431	560	Kaumadi	Am J Clin Nutr	RNA-seq	Homo sapiens	MSigDB	Yes	Hypergeometric	Yes	GSEA	Yes	NA	NA	Background	No
PMC6462501	561	Kaumadi	J Biol Chem	RNA-seq	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6463024	562	Kaumadi	J Cardiovasc Dev Dis	Gene expression array	Rattus norvegicus	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	No	Not stated	Background, FDR	Yes
PMC6463114	563	Kaumadi	J Clin Med	RNA-seq, DNA methylation array	Homo sapiens	GO, PANTHER	No	Not stated	No	FunRich	No	No	Not stated	Background, FDR	No
PMC6463127	564	Kaumadi	J Clin Med	RNA-seq	Homo sapiens	KEGG, GO	No	Fisher	No	DAVID	No	NA	Not stated	Background, FDR	Yes
PMC6463198	565	Kaumadi	J Clin Med	Genotyping array	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	No	Not stated	Background, FDR	No
PMC6463297	566	Kaumadi	Nat Genet	Genotyping array	Homo sapiens	GO, KEGG, Reactome, BioCarta, MGI	No	Not stated	Yes	MAGMA	No	NA	Not stated	Background	Yes
PMC6463680	567	Kaumadi	Biomed Res Int	Gene expression array	Mus musculus	KEGG, GO	No	Hypergeometric	No	DAVID	No	NA	Yes	FDR	No
PMC6463746	568	Kaumadi	Mol Ther Oncolytics	Database	Homo sapiens	KEGG, GO	No	No test	No test	Enrichr	No	No	Not stated	Inference without test	No
PMC6463780	569	Kaumadi	Onco Targets Ther	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	clusterProfiler	Yes	No	Not stated	Background, FDR	No
PMC6464579	570	Kaumadi	Cell Cycle	Database	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6465361	571	Kaumadi	Sci Rep	RNA-seq	Zonotrichia albicollis	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	Yes
PMC6465396	572	Kaumadi	Sci Rep	Metabolomics	Acropora cervicornis	Not stated	No	EASE	No	Mummichog	No	NA	Yes	FDR	No
PMC6466271	573	Kaumadi	Animals (Basel)	Genome sequencing	Canis lupus familiaris	KEGG, GO	No	Not stated	Yes	g:GOSt	No	No	Not stated	Background	No
PMC6466436	574	Kaumadi	Viruses	RNA-seq	Sclerotinia sclerotiorum	GO	No	Not stated	No	Blast2GO	No	No	Not stated	Background, FDR	No
PMC6466436	574	Kaumadi	Viruses	RNA-seq	Sclerotinia sclerotiorum	KEGG	No	Not stated	No	KOBAS	Yes	No	Not stated	Background, FDR	No
PMC6466736	575	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6466853	576	Kaumadi	Stem Cells Int	Gene expression array	Mus musculus	GO	No	Fisher	No	GeneSpring	No	No	Not stated	Background, FDR	No
PMC6467686	577	Kaumadi	Neurol Neuroimmunol Neuroinflamm	Proteomics	Homo sapiens	GO	No	Not stated	Yes	PIANO	No	No	Not stated	Background	No
PMC6467871	578	Kaumadi	Sci Rep	RNA-seq	Dugesia ryukyuensis	KEGG, GO	No	Not stated	Yes	DAVID	Yes	No	Not stated	Background	No
PMC6467924	579	Kaumadi	Sci Rep	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6468359	580	Kaumadi	Metabolites	Metabolomics	Homo sapiens	KEGG	No	Fisher, Hypergeometric	No	MSEA	No	NA	NA	FDR	No
PMC6468404	581	Kaumadi	Exp Ther Med	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6468419	582	Kaumadi	Metabolites	Metabolomics	Homo sapiens	KEGG	No	No test	No test	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
PMC6468534	583	Kaumadi	Metabolites	Metabolomics	Rattus norvegicus	Not stated	No	Not stated	Yes	MetaboAnalyst	Yes	NA	Not stated	Background	No
PMC6468617	584	Kaumadi	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6468656	585	Kaumadi	Cancers (Basel)	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	No	Not stated	Background, FDR	No
PMC6468815	586	Kaumadi	Cells	Proteomics	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6469038	587	Kaumadi	Cell Commun Signal	RNA-seq	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6469135	588	Kaumadi	Cancer Cell Int	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6469547	589	Kaumadi	Int J Ophthalmol	Gene expression array	Homo sapiens	KEGG, GO	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6470426	590	Kaumadi	J Oncol	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No
PMC6470438	591	Kaumadi	Biomed Res Int	Proteomics	Mus musculus	KEGG, GO, NCBI, UniProt	No	Fisher	No	MS Excel	No	No	Yes	FDR	No
PMC6470625	592	Kaumadi	Genes (Basel)	RNA-seq	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	No	Not stated	Background, FDR	No
PMC6470627	593	Kaumadi	Front Pharmacol	Metabolomics	Rattus norvegicus	Not stated	No	Not stated	No	MetaboAnalyst	Yes	No	Not stated	Background, FDR	No
PMC6470789	594	Kaumadi	Int J Mol Sci	Gene expression array, RNA-seq	Homo sapiens, Mus musculus	Vesiclepedia	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6470995	595	Kaumadi	Genes (Basel)	RNA-seq	Oryza sativa	GO	No	Not stated	Yes	agriGO	Yes	NA	Yes	No	Yes
PMC6470995	595	Kaumadi	Genes (Basel)	RNA-seq	Oryza sativa	KEGG	No	Not stated	Yes	KOBAS	No	NA	Yes	No	Yes
PMC6471048	596	Kaumadi	Int J Mol Sci	Proteomics	Homo sapiens	GO	No	Not stated	Yes	g:Profiler	No	No	Not stated	Background	Yes
PMC6471144	597	Kaumadi	Nutrients	RNA-seq	Homo sapiens	GO	No	No test	No test	DAVID	Yes	NA	Not stated	Inference without test	No
PMC6471254	598	Kaumadi	Mol Med Rep	Gene expression array	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6471261	599	Kaumadi	Int J Mol Sci	miRNA-seq	Euphorbia kansui	KEGG, GO	No	Not stated	Yes	Not stated	No	No	Not stated	Background	No
PMC6471447	600	Kaumadi	Mol Med Rep	Proteomics	Homo sapiens	GO, PANTHER	No	Fisher	No	Ingenuity Pathway Analysis	No	No	Not stated	Background, FDR	No
PMC6471478	601	Kaushalya	Mar Drugs	RNA-seq	Mus musculus	KEGG	No	Fisher	Yes	Path-Finder	No	NA	Not stated	Background	No
PMC6471635	602	Kaushalya	Molecules	RNA-seq	Camellia sinensis	GO	No	Not stated	Yes	GOseq	No	No	Not stated	Background	No
PMC6471635	602	Kaushalya	Molecules	RNA-seq	Camellia sinensis	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6471684	603	Kaushalya	Mol Med Rep	Genome sequencing	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6471778	604	Kaushalya	Genet Sel Evol	Genotyping array	Bos taurus	KEGG, GO	No	EASE	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6471881	605	Kaushalya	J Transl Med	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background	Yes
PMC6471881	605	Kaushalya	J Transl Med	Gene expression array	Homo sapiens	KEGG	No	Not stated	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	Yes
PMC6471922	606	Kaushalya	Mol Med Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
PMC6471985	607	Kaushalya	Mol Med Rep	RNA-seq, Gene expression array	Homo sapiens	KEGG	No	Not stated	No	GSEA web app	No	NA	Not stated	Background, FDR	No
PMC6472122	608	Kaushalya	Mol Med Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6472133	609	Kaushalya	Mol Med Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6472139	610	Kaushalya	Mol Med Rep	Database	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6472287	611	Kaushalya	Cancer Manag Res	miRNA-seq	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	Yes	NA	Not stated	Background	No
PMC6472728	612	Kaushalya	PLoS One	Metabolomics	Homo sapiens	MetaboAnalyst	Yes	MSEA	Yes	MetaboAnalyst	Yes	NA	Not stated	Background	No
PMC6472737	613	Kaushalya	PLoS One	RNA-seq	Homo sapiens	MSigDB	Yes	Fisher	Yes	GSEA	No	NA	Not stated	Background, FDR	No
PMC6472916	614	Kaushalya	Arthritis Rheumatol	RNA-seq	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6473067	615	Kaushalya	Front Genet	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6473938	616	Kaushalya	Plants (Basel)	RNA-seq	Lycoris longituba	KEGG, GO	No	Not stated	Yes	Blast2GO	No	NA	Not stated	Background	No
PMC6475113	617	Kaushalya	Endocrinology	Gene expression array	Mus musculus	KEGG	No	Not stated	Yes	Enrichr	Yes	NA	Not stated	Background	No
PMC6475113	617	Kaushalya	Endocrinology	Gene expression array	Mus musculus	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background	No
PMC6475572	618	Kaushalya	Biomed Res Int	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
PMC6475810	619	Kaushalya	Data Brief	RNA-seq	Rattus norvegicus	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	Yes	Not stated	Background	Yes
PMC6476004	620	Kaushalya	Dis Markers	Metabolomics	Homo sapiens	MetaboAnalyst	Yes	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
PMC6476475	621	Kaushalya	PLoS One	RNA-seq	Bos taurus	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6476498	622	Kaushalya	PLoS One	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6477234	623	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477235	624	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477246	625	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477272	626	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477282	627	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477309	628	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477310	629	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477324	630	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477333	631	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477357	632	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477360	633	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477412	634	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6477447	635	Kaushalya	Neuro Oncol	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6478243	636	Kaushalya	Mol Vis	Gene expression array	Mus musculus	GO	No	Not stated	Yes	WebGestalt	No	NA	Not stated	Background	No
PMC6478283	637	Kaushalya	PLoS One	Database	Homo sapiens	KEGG, Reactome, PID, DisGeNET, GO	No	Not stated	No	ToppGene	No	NA	Not stated	Background, FDR	No
PMC6478396	638	Kaushalya	Metabolomics	Metabolomics	Mus musculus	KEGG	No	Not stated	Yes	MetaboAnalyst	No	NA	Not stated	Background	No
PMC6478925	639	Kaushalya	Sci Rep	Genotyping array	Gallus gallus	GO	No	Fisher	Yes	agriGO	No	NA	Yes	No	No
PMC6479596	640	Kaushalya	Molecules	Gene expression array	Ribes nigrum	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6480110	641	Kaushalya	Int J Mol Sci	Proteomics	Triticum aestivum	GO	No	Not stated	No	BiNGO/Cytoscape	Yes	NA	Not stated	Background, FDR	Yes
PMC6480384	642	Kaushalya	Molecules	Metabolomics	Homo sapiens	KEGG	No	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
PMC6480502	643	Kaushalya	Int J Mol Sci	RNA-seq	Oryza sativa	KEGG, GO	No	Hypergeometric	Yes	Custom script	No	No	Not stated	Background	No
PMC6480701	644	Kaushalya	BMC Genomics	RNA-seq	Homo sapiens	KEGG, GO, WikiPathways	No	Fisher	Yes	Enrichr	Yes	NA	Not stated	Background	No
PMC6480888	645	Kaushalya	Cancer Cell Int	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6480898	646	Kaushalya	BMC Cancer	Protein array	Homo sapiens	Not stated	No	Hypergeometric	Yes	PANTHER	Yes	NA	Not stated	Background	No
PMC6480898	646	Kaushalya	BMC Cancer	Protein array	Homo sapiens	KEGG	No	Fisher	Yes	STRING	Yes	NA	Not stated	Background	No
PMC6480898	646	Kaushalya	BMC Cancer	Protein array	Homo sapiens	KEGG	No	Fisher	Yes	GSEA web app	Yes	NA	Not stated	Background	No
